ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
185,65,43.96,97.69,1,1,9.29,20,75.38,50.77,16.92,13.85,1.54,3.08,6.15,0,3.08,3.08,4.62,10.77,10.77,3.08,6.15,1.54,16.92,1.54,1.54,0,0,3.08,7.69,1.54,6.15,0,3.08,0,16.92,0,0,0,0,18.46,0,4.62,7.69,4.62,1.54,3.08,0,0,0,0,0,0,0,0,0,13.85,3.08,1.54,9.23,0,0,1.54,10.77,0,6.15,0,6.15,0,1.54,0,1.54,0,0,0,0,0,0,0,0,0,12.31,12.31,0,0,0,0,0,0,0,0,0,0
187,64,38.6,68.03,55.79,1,12.8,10.94,73.44,46.88,20.31,15.62,9.38,1.56,4.69,0,0,4.69,4.69,6.25,12.5,0,3.12,0,18.75,0,0,0,4.69,0,6.25,0,6.25,0,3.12,0,9.38,0,0,0,0,18.75,9.38,4.69,7.81,3.12,0,1.56,0,0,0,0,1.56,0,0,0,1.56,9.38,1.56,1.56,6.25,0,0,0,10.94,3.12,9.38,0,7.81,1.56,0,0,0,0,0,1.56,0,0,0,0,0,0,10.94,6.25,0,0,0,0,1.56,0,0,1.56,0,1.56
188,38,42.26,60.39,81.22,25.77,9.5,21.05,92.11,65.79,15.79,13.16,2.63,2.63,7.89,0,0,2.63,7.89,13.16,13.16,0,2.63,13.16,15.79,0,0,0,0,0,10.53,5.26,5.26,0,0,0,21.05,0,0,0,0,26.32,2.63,5.26,5.26,0,0,13.16,0,0,0,0,2.63,2.63,0,0,0,13.16,5.26,0,10.53,0,0,0,7.89,0,13.16,0,13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0
189,9,75.9,13.32,1,1,9,11.11,66.67,33.33,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,11.11,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
190,17,1,1,28.81,25.77,5.67,5.88,100,82.35,17.65,17.65,11.76,0,5.88,0,0,0,0,0,5.88,0,5.88,52.94,11.76,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,11.76,0,0,0,5.88,0,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,29.41,0,0,0,0,0,29.41,0,0,0,0,0
191,48,27.87,41.76,3.9,4.56,24,10.42,85.42,50,10.42,8.33,0,0,0,0,8.33,2.08,2.08,8.33,8.33,0,18.75,2.08,22.92,0,0,0,0,2.08,2.08,0,2.08,0,0,0,10.42,0,0,0,0,22.92,0,6.25,8.33,8.33,2.08,10.42,0,0,0,0,16.67,0,6.25,0,10.42,6.25,0,0,4.17,2.08,0,0,16.67,8.33,8.33,0,4.17,4.17,0,0,2.08,0,0,2.08,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
192,25,98.05,50,20.24,1,8.33,4,88,64,12,4,0,0,4,0,0,8,8,28,8,4,0,4,12,0,0,4,0,0,20,4,16,0,0,0,4,0,0,0,0,12,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,24,0,0,16,4,4,0,12,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
193,60,10.73,63.05,43.37,99,30,10,96.67,60,8.33,3.33,0,0,0,0,3.33,5,3.33,10,13.33,5,23.33,1.67,18.33,1.67,0,1.67,0,5,11.67,11.67,0,0,0,0,8.33,0,0,0,0,6.67,0,1.67,0,0,1.67,3.33,0,0,0,0,8.33,0,3.33,0,5,10,5,1.67,0,3.33,0,0,21.67,0,16.67,1.67,11.67,3.33,0,6.67,0,0,0,0,0,0,0,0,0,0,5,3.33,0,0,0,0,0,0,0,1.67,0,0
194,19,49.71,94.27,1,1,19,5.26,89.47,47.37,5.26,5.26,0,0,0,0,5.26,0,10.53,5.26,10.53,5.26,15.79,0,10.53,0,5.26,0,5.26,5.26,5.26,0,5.26,0,0,0,15.79,5.26,0,0,0,10.53,0,5.26,5.26,0,0,0,0,0,0,0,5.26,0,5.26,0,0,5.26,5.26,0,0,0,0,0,10.53,0,10.53,0,10.53,0,0,5.26,10.53,0,0,0,5.26,0,0,5.26,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
195,24,1,99,1,25.77,24,16.67,87.5,62.5,20.83,16.67,0,8.33,4.17,0,4.17,4.17,0,8.33,16.67,4.17,16.67,4.17,25,4.17,4.17,0,0,0,0,0,0,0,0,0,20.83,0,0,0,0,20.83,0,4.17,8.33,4.17,0,4.17,0,0,0,0,8.33,4.17,4.17,0,0,16.67,12.5,0,4.17,4.17,0,4.17,16.67,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,0
196,15,18.82,50,10.08,1,5,6.67,86.67,60,13.33,6.67,0,0,0,0,6.67,6.67,6.67,6.67,20,0,6.67,6.67,20,0,0,0,0,0,13.33,0,13.33,0,0,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,13.33,0,20,6.67,6.67,0,6.67,0,0,0,0,0,0,6.67,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
197,24,62.04,4.8,48.89,1,4.8,0,79.17,50,12.5,12.5,4.17,0,0,0,8.33,0,8.33,8.33,8.33,0,0,12.5,16.67,0,0,0,8.33,0,4.17,0,4.17,0,0,0,8.33,0,0,0,0,20.83,8.33,8.33,4.17,0,0,8.33,0,0,0,0,8.33,0,4.17,0,4.17,0,0,0,0,0,0,0,12.5,4.17,4.17,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.83,20.83,0,0,0,0,0,0,0,0,0,0
198,45,46.37,25.24,29.55,25.77,9,4.44,80,66.67,4.44,2.22,0,0,2.22,0,0,2.22,11.11,13.33,17.78,11.11,6.67,6.67,24.44,0,0,0,0,0,8.89,4.44,4.44,0,0,0,2.22,0,0,0,0,15.56,0,2.22,0,8.89,0,4.44,0,0,0,0,4.44,0,4.44,0,0,4.44,0,0,4.44,0,0,0,15.56,6.67,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
199,16,1,10.58,7.84,25.77,16,12.5,87.5,75,0,0,0,0,0,0,0,0,0,6.25,18.75,12.5,31.25,12.5,18.75,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,18.75,0,12.5,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,6.25,0,0,6.25,0,0,0,0,0,0,6.25,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
200,21,55.4,31.71,1,1,21,9.52,85.71,57.14,9.52,9.52,0,0,0,0,9.52,0,9.52,9.52,9.52,0,9.52,9.52,23.81,0,0,0,0,0,9.52,0,9.52,0,4.76,0,9.52,0,0,0,0,19.05,0,4.76,9.52,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,4.76,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
201,14,14.58,7.67,13.15,1,14,7.14,85.71,50,21.43,14.29,7.14,0,0,0,7.14,7.14,7.14,0,7.14,0,7.14,7.14,21.43,7.14,7.14,0,0,14.29,7.14,0,7.14,0,0,0,7.14,0,0,0,0,35.71,7.14,7.14,7.14,7.14,0,7.14,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
203,22,87.93,91.35,1,25.77,22,13.64,86.36,50,4.55,4.55,0,0,0,0,4.55,0,9.09,13.64,13.64,0,9.09,0,27.27,9.09,0,0,0,0,9.09,4.55,4.55,0,0,0,13.64,0,0,0,0,22.73,0,9.09,9.09,4.55,0,0,0,0,0,0,0,0,0,0,0,13.64,0,9.09,4.55,0,0,0,18.18,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,4.55,0,0,0,0,0,0,0,4.55,0,0
204,15,52.71,25.24,98.01,1,7.5,6.67,86.67,60,13.33,13.33,6.67,6.67,0,0,0,0,6.67,13.33,20,0,0,6.67,26.67,0,0,0,6.67,0,6.67,0,6.67,0,0,0,6.67,0,0,0,0,26.67,13.33,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,13.33,6.67,0,6.67,0,0,0,20,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
205,40,45.59,93.3,1,2.89,20,12.5,80,52.5,17.5,15,5,10,0,0,0,2.5,2.5,12.5,5,2.5,12.5,0,22.5,2.5,2.5,2.5,0,0,7.5,2.5,5,0,0,0,10,0,0,0,0,17.5,2.5,5,10,0,0,0,0,0,0,0,5,2.5,2.5,0,0,17.5,10,2.5,2.5,2.5,2.5,2.5,17.5,0,5,0,5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
206,12,1.92,99,1,1,12,25,83.33,50,25,25,0,0,0,0,25,0,0,0,8.33,0,16.67,0,16.67,0,0,0,0,8.33,8.33,0,8.33,0,0,8.33,25,0,0,0,0,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
207,6,1.92,50,1,25.77,3,16.67,83.33,50,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,33.33,16.67,0,0,0,0,16.67,0,0,0,0,0
208,38,64.39,1.81,33.36,1,12.67,23.68,89.47,63.16,13.16,7.89,5.26,0,0,0,2.63,5.26,13.16,10.53,10.53,2.63,2.63,10.53,18.42,2.63,0,0,0,0,15.79,5.26,10.53,0,10.53,0,2.63,0,0,0,0,18.42,5.26,2.63,2.63,0,0,7.89,0,0,0,0,0,0,0,0,0,13.16,0,0,7.89,5.26,0,0,15.79,0,2.63,0,2.63,0,0,0,0,0,0,2.63,0,0,0,0,0,0,7.89,7.89,0,0,0,0,0,0,0,0,0,0
209,64,76.28,92.02,4.7,7.63,10.67,10.94,92.19,56.25,15.62,15.62,3.12,7.81,3.12,0,1.56,0,14.06,9.38,9.38,1.56,4.69,3.12,20.31,1.56,0,0,4.69,0,4.69,1.56,3.12,0,0,0,12.5,0,0,0,0,26.56,9.38,9.38,10.94,0,0,3.12,1.56,1.56,0,0,3.12,1.56,0,0,1.56,14.06,7.81,1.56,3.12,1.56,0,0,17.19,0,6.25,0,4.69,1.56,0,0,0,0,0,0,0,0,0,0,0,0,9.38,9.38,0,0,0,0,0,0,0,0,0,0
211,7,1,50,1,25.77,7,14.29,85.71,57.14,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
212,12,1.92,1,98.01,99,12,8.33,91.67,66.67,16.67,8.33,8.33,0,0,0,0,8.33,0,8.33,16.67,0,8.33,16.67,25,0,0,0,8.33,0,8.33,8.33,0,0,0,0,0,0,0,0,0,33.33,8.33,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
214,7,5.89,1,13.15,1,7,14.29,85.71,71.43,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,28.57,14.29,0,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
215,11,57.84,50,1,1,11,27.27,90.91,54.55,0,0,0,0,0,0,0,0,9.09,9.09,18.18,0,9.09,9.09,18.18,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,27.27,0,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
216,13,1,93.79,1,1,4.33,7.69,100,76.92,30.77,30.77,0,0,0,0,30.77,0,0,0,30.77,0,7.69,7.69,30.77,15.38,0,0,0,0,15.38,0,15.38,0,0,15.38,30.77,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,23.08,23.08,0,0,0,0,0,0,0,0,0,0
218,12,18.82,20.24,1.79,1,12,25,83.33,50,0,0,0,0,0,0,0,0,0,8.33,0,8.33,25,8.33,8.33,0,0,8.33,0,0,16.67,0,16.67,0,0,8.33,8.33,0,0,0,0,33.33,0,25,8.33,8.33,0,8.33,8.33,0,0,8.33,0,0,0,0,0,16.67,0,0,8.33,8.33,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
219,31,1.5,90.14,2.96,83.22,10.33,12.9,96.77,77.42,19.35,16.13,0,0,12.9,0,3.23,3.23,0,12.9,12.9,3.23,16.13,12.9,12.9,0,0,0,0,0,9.68,6.45,3.23,0,0,0,22.58,0,0,0,0,32.26,0,9.68,9.68,3.23,0,9.68,3.23,0,3.23,0,3.23,3.23,0,0,0,3.23,0,0,3.23,0,0,0,3.23,3.23,9.68,0,9.68,0,3.23,3.23,0,0,0,0,0,0,0,0,0,0,9.68,9.68,0,0,0,0,0,0,0,0,0,0
220,35,22.71,12.66,62.17,1,7,20,82.86,51.43,14.29,2.86,2.86,0,0,0,0,11.43,2.86,8.57,17.14,2.86,0,8.57,20,0,0,0,2.86,5.71,11.43,0,11.43,0,5.71,0,2.86,0,0,0,0,17.14,11.43,8.57,2.86,0,0,2.86,0,0,0,0,2.86,0,0,0,2.86,8.57,0,0,8.57,0,0,0,17.14,0,8.57,0,8.57,0,0,0,0,0,0,2.86,0,0,0,0,0,0,17.14,14.29,0,0,0,0,0,0,0,2.86,0,0
223,43,74.74,50,12.01,3.52,10.75,6.98,83.72,58.14,6.98,4.65,0,4.65,0,0,0,2.33,11.63,11.63,18.6,0,4.65,4.65,23.26,2.33,0,0,4.65,0,6.98,2.33,4.65,0,0,0,4.65,0,0,0,0,25.58,9.3,9.3,9.3,0,0,4.65,2.33,2.33,0,0,0,0,0,0,0,9.3,4.65,0,4.65,0,0,0,16.28,0,9.3,0,6.98,2.33,0,0,0,0,0,0,0,0,0,0,0,0,11.63,9.3,0,0,0,0,0,0,0,0,0,2.33
224,8,93.26,89.42,1,25.77,8,12.5,75,50,0,0,0,0,0,0,0,0,25,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
226,48,15.06,26.6,7.84,1,9.6,16.67,79.17,68.75,12.5,4.17,0,0,0,0,4.17,8.33,4.17,12.5,18.75,2.08,12.5,6.25,16.67,0,0,2.08,0,2.08,4.17,0,4.17,0,0,0,6.25,0,0,0,0,18.75,0,6.25,4.17,4.17,2.08,6.25,0,0,0,0,2.08,0,2.08,0,0,6.25,0,0,6.25,0,0,0,14.58,8.33,10.42,0,6.25,4.17,0,0,0,0,0,0,0,0,0,0,0,0,12.5,8.33,0,0,0,0,2.08,0,0,2.08,0,0
228,49,51.55,65.86,1,91.78,24.5,20.41,79.59,48.98,10.2,6.12,0,0,2.04,0,4.08,4.08,0,16.33,6.12,2.04,14.29,4.08,16.33,8.16,0,0,0,2.04,8.16,6.12,2.04,0,0,0,8.16,0,0,0,0,16.33,0,10.2,2.04,4.08,0,2.04,4.08,0,0,4.08,2.04,0,2.04,0,0,8.16,0,2.04,4.08,2.04,0,0,14.29,0,4.08,2.04,4.08,0,0,0,0,0,0,4.08,0,0,0,0,0,0,8.16,2.04,0,0,0,0,4.08,0,0,2.04,0,0
229,9,46.37,98.62,1,1,9,22.22,77.78,22.22,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,22.22,11.11,11.11,0,0,11.11,11.11,0,11.11,0,0,0,22.22,0,0,0,0,33.33,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
230,13,43.96,93.79,17.46,1,13,7.69,76.92,38.46,15.38,15.38,7.69,0,0,0,7.69,0,0,7.69,7.69,0,7.69,0,23.08,0,0,0,0,0,7.69,0,7.69,0,0,0,23.08,0,0,0,0,23.08,7.69,7.69,7.69,0,0,0,0,0,0,0,7.69,0,0,0,7.69,7.69,0,0,7.69,0,0,0,15.38,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0
231,23,60.05,90.38,2.02,93.61,11.5,13.04,86.96,60.87,13.04,13.04,0,4.35,0,0,8.7,0,0,21.74,8.7,0,13.04,4.35,17.39,0,0,0,0,0,4.35,4.35,0,0,0,0,13.04,0,0,0,0,8.7,0,8.7,0,0,0,0,0,0,0,0,8.7,4.35,4.35,0,0,4.35,4.35,0,0,0,0,0,17.39,0,8.7,0,8.7,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,8.7,8.7,0,0,0,0,0,0,0,0,0,0
232,66,62.04,27.23,11,1,9.43,12.12,80.3,53.03,7.58,1.52,1.52,0,0,0,0,6.06,6.06,13.64,15.15,4.55,3.03,6.06,13.64,0,3.03,1.52,1.52,1.52,7.58,1.52,6.06,0,1.52,0,7.58,0,0,0,0,15.15,3.03,3.03,3.03,1.52,0,6.06,0,0,0,0,1.52,1.52,0,0,0,10.61,0,3.03,6.06,1.52,0,0,12.12,1.52,6.06,0,6.06,0,0,0,0,0,1.52,0,0,0,0,0,0,0,12.12,10.61,1.52,0,0,0,0,0,0,0,0,0
233,21,93.26,92.33,89.63,25.77,21,0,100,47.62,9.52,9.52,0,0,0,0,9.52,0,0,23.81,9.52,0,4.76,0,23.81,4.76,4.76,0,0,4.76,0,0,0,0,0,0,14.29,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.05,4.76,33.33,9.52,23.81,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
235,16,72.69,10.58,74.76,1,16,12.5,87.5,62.5,12.5,6.25,6.25,0,0,0,0,6.25,6.25,18.75,18.75,0,0,6.25,25,0,0,0,0,0,6.25,0,6.25,0,0,0,6.25,0,0,0,0,25,6.25,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,18.75,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
236,29,89.42,15.04,26.55,1,7.25,17.24,86.21,51.72,6.9,0,0,0,0,0,0,6.9,6.9,17.24,10.34,0,0,10.34,10.34,3.45,0,0,3.45,3.45,10.34,3.45,6.9,0,0,0,6.9,0,0,0,0,24.14,6.9,0,3.45,3.45,3.45,6.9,0,0,0,0,0,0,0,0,0,3.45,0,0,3.45,0,0,0,6.9,0,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24,13.79,3.45,0,0,0,0,0,0,0,0,0
237,53,50.56,50,2.73,1,17.67,18.87,81.13,52.83,9.43,1.89,0,0,0,0,1.89,7.55,3.77,13.21,9.43,9.43,7.55,1.89,13.21,1.89,0,1.89,5.66,3.77,5.66,0,5.66,0,3.77,0,1.89,0,0,0,0,3.77,0,1.89,1.89,0,0,0,1.89,0,0,0,1.89,0,0,0,1.89,5.66,0,0,3.77,0,1.89,1.89,13.21,0,11.32,1.89,3.77,5.66,0,0,0,0,3.77,0,0,0,0,0,0,0,13.21,5.66,7.55,0,0,0,0,0,0,0,0,0
238,64,14.22,56.21,4.7,1,7.11,14.06,92.19,48.44,12.5,6.25,1.56,0,1.56,0,3.12,6.25,0,6.25,14.06,6.25,6.25,3.12,29.69,7.81,0,3.12,0,10.94,7.81,1.56,6.25,1.56,1.56,1.56,9.38,3.12,0,0,0,32.81,1.56,7.81,4.69,12.5,1.56,4.69,3.12,1.56,0,1.56,1.56,0,1.56,0,0,3.12,0,0,1.56,1.56,0,4.69,21.88,1.56,7.81,0,3.12,4.69,0,0,0,0,1.56,7.81,0,0,0,0,0,0,14.06,12.5,0,0,0,0,1.56,0,0,0,0,0
239,13,65.46,77.92,1,25.77,6.5,23.08,84.62,61.54,0,0,0,0,0,0,0,0,15.38,7.69,23.08,0,15.38,0,23.08,0,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,0,0,0
240,48,56.25,20.24,48.89,1,6.86,4.17,85.42,60.42,8.33,8.33,0,0,4.17,0,4.17,0,4.17,18.75,16.67,2.08,0,14.58,14.58,0,0,0,0,0,14.58,0,14.58,0,0,0,14.58,0,0,0,0,27.08,0,4.17,8.33,0,2.08,12.5,0,0,0,0,0,0,0,0,0,18.75,0,0,18.75,0,0,0,8.33,0,16.67,0,14.58,2.08,0,0,0,0,0,0,0,0,0,0,0,0,14.58,14.58,0,0,0,0,0,0,0,0,0,0
241,13,97.95,50,63.54,1,13,7.69,84.62,53.85,7.69,7.69,7.69,0,0,0,0,0,7.69,23.08,15.38,0,0,0,23.08,0,0,0,0,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,15.38,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,7.69,0,0,0,15.38,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
242,31,63.48,25.93,1,1.23,7.75,22.58,77.42,61.29,6.45,6.45,3.23,0,0,0,3.23,0,9.68,12.9,12.9,0,9.68,9.68,12.9,0,0,0,0,0,3.23,0,3.23,0,0,0,6.45,0,0,0,0,19.35,0,12.9,6.45,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,6.45,0,0,0,6.45,0,6.45,0,6.45,0,0,0,0,0,3.23,0,3.23,0,0,3.23,0,0,12.9,12.9,0,0,0,0,0,0,0,0,0,0
243,48,18.82,66.17,14.24,1,12,18.75,87.5,60.42,12.5,10.42,0,0,0,0,10.42,2.08,8.33,6.25,14.58,4.17,10.42,6.25,16.67,4.17,4.17,0,0,4.17,6.25,0,6.25,0,6.25,0,14.58,2.08,0,0,0,8.33,0,4.17,0,0,0,4.17,0,0,0,0,2.08,0,2.08,0,0,12.5,2.08,0,10.42,0,0,0,14.58,0,10.42,0,10.42,0,0,2.08,4.17,0,2.08,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
244,10,1,50,1,25.77,10,20,100,70,20,10,0,0,0,0,10,10,0,0,20,0,20,10,20,10,0,0,0,0,20,10,10,0,10,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
245,13,43.96,6.21,17.46,99,13,23.08,100,53.85,7.69,0,0,0,0,0,0,7.69,7.69,7.69,0,0,23.08,7.69,7.69,0,0,0,0,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,38.46,0,7.69,7.69,7.69,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,7.69,0,15.38,0,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
246,33,66.08,50,2.4,1,11,15.15,78.79,51.52,3.03,0,0,0,0,0,0,3.03,6.06,12.12,12.12,9.09,6.06,3.03,9.09,3.03,0,0,3.03,6.06,6.06,0,6.06,0,0,0,3.03,0,0,0,0,6.06,0,6.06,0,0,0,0,3.03,0,0,0,3.03,0,0,0,3.03,9.09,0,0,6.06,0,3.03,0,15.15,0,9.09,0,6.06,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
248,34,15.27,50,1,25.77,17,17.65,85.29,64.71,11.76,5.88,2.94,2.94,0,0,0,5.88,5.88,8.82,17.65,2.94,11.76,5.88,23.53,2.94,0,2.94,0,2.94,5.88,2.94,2.94,0,0,0,8.82,0,0,0,0,26.47,2.94,8.82,8.82,2.94,0,2.94,0,0,0,0,0,0,0,0,0,11.76,5.88,0,5.88,0,0,0,14.71,0,2.94,0,2.94,0,0,0,0,0,0,2.94,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
249,19,86.88,14.62,50.35,1,6.33,21.05,73.68,47.37,5.26,0,0,0,0,0,0,5.26,0,21.05,10.53,0,0,10.53,21.05,0,0,0,0,0,5.26,0,5.26,0,0,0,5.26,0,0,0,0,15.79,0,5.26,5.26,0,0,5.26,0,0,0,0,10.53,0,10.53,0,0,15.79,0,0,15.79,0,0,0,10.53,0,21.05,0,15.79,5.26,0,0,0,0,0,0,0,0,0,0,0,0,15.79,15.79,0,0,0,0,0,0,0,0,0,0
