ID,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
56,33,73.59,96.52,2.4,1,11,9.09,69.7,48.48,15.15,12.12,0,0,12.12,0,0,3.03,0,18.18,6.06,3.03,3.03,3.03,15.15,0,0,3.03,0,0,6.06,0,6.06,0,0,0,12.12,0,0,0,0,15.15,0,6.06,6.06,0,0,3.03,0,0,0,0,0,0,0,0,0,15.15,0,3.03,6.06,6.06,0,0,6.06,0,12.12,0,12.12,0,0,0,3.03,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
57,39,36.88,97.98,46.75,1,9.75,17.95,74.36,53.85,17.95,17.95,5.13,0,12.82,0,0,0,5.13,12.82,12.82,5.13,7.69,0,20.51,0,0,0,0,0,10.26,0,10.26,0,5.13,0,12.82,0,0,0,0,12.82,5.13,2.56,5.13,0,0,0,0,0,0,0,0,0,0,0,0,10.26,0,0,7.69,2.56,0,0,12.82,0,15.38,0,15.38,0,0,0,0,0,0,2.56,0,0,0,0,0,0,12.82,10.26,0,0,0,0,0,0,0,2.56,0,0
59,17,42.68,27.83,6.2,1,8.5,11.76,76.47,58.82,17.65,11.76,5.88,0,0,0,5.88,5.88,11.76,5.88,11.76,0,5.88,5.88,17.65,0,0,0,0,0,11.76,0,11.76,0,5.88,0,5.88,0,0,0,0,17.65,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,5.88,5.88,5.88,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0
60,13,65.46,6.21,1.4,1,13,23.08,84.62,61.54,0,0,0,0,0,0,0,0,7.69,15.38,15.38,0,15.38,7.69,15.38,0,0,0,0,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,38.46,0,15.38,15.38,7.69,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,21,18.82,7.67,2.82,25.77,7,19.05,90.48,71.43,9.52,4.76,0,4.76,0,0,0,4.76,9.52,9.52,23.81,0,4.76,14.29,33.33,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,28.57,0,14.29,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,0,23.81,4.76,4.76,0,4.76,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,14.29,9.52,0,0,0,0,4.76,0,0,0,0,0
63,12,99,50,1,99,12,16.67,83.33,58.33,0,0,0,0,0,0,0,0,25,25,0,0,8.33,0,25,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,25,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0
64,21,18.82,7.67,2.82,25.77,10.5,19.05,90.48,71.43,9.52,4.76,0,4.76,0,0,0,4.76,9.52,9.52,23.81,0,4.76,14.29,33.33,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,28.57,0,14.29,4.76,0,0,9.52,0,0,0,0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,0,23.81,4.76,4.76,0,4.76,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,9.52,4.76,0,0,0,0,4.76,0,0,0,0,0
65,22,96.54,18.16,2.4,1,22,18.18,72.73,54.55,0,0,0,0,0,0,0,0,9.09,22.73,13.64,0,4.55,9.09,18.18,0,0,0,0,0,4.55,0,4.55,0,0,0,4.55,0,0,0,0,9.09,0,4.55,0,0,0,4.55,0,0,0,0,4.55,0,0,0,4.55,4.55,0,0,4.55,0,0,0,18.18,0,4.55,0,4.55,0,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,0,0,0
66,10,52.71,15.86,1,1,10,20,80,60,10,0,0,0,0,0,0,10,10,10,10,0,10,10,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
67,18,1,86.68,4.97,98.27,18,5.56,88.89,66.67,22.22,16.67,0,0,5.56,0,11.11,5.56,0,5.56,16.67,0,16.67,11.11,16.67,5.56,0,0,0,0,16.67,11.11,5.56,0,0,0,22.22,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,16.67,5.56,0,11.11,5.56,0,0,16.67,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,26,93.26,22.08,5.76,1,8.67,26.92,80.77,53.85,0,0,0,0,0,0,0,0,11.54,15.38,11.54,0,7.69,7.69,19.23,0,0,0,0,0,7.69,0,7.69,0,3.85,0,3.85,0,0,0,0,19.23,0,7.69,7.69,0,0,3.85,0,0,0,0,0,0,0,0,0,11.54,0,0,11.54,0,0,0,15.38,0,15.38,7.69,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,11.54,7.69,0,0,0,0,3.85,0,0,0,0,0
69,13,82.82,50,63.54,25.77,13,23.08,69.23,38.46,7.69,0,0,0,0,0,0,7.69,0,15.38,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,7.69,23.08,0,23.08,0,0,0,7.69,0,0,0,7.69,0,0,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
70,17,59.32,50,6.2,1,8.5,41.18,82.35,64.71,11.76,5.88,0,0,0,0,5.88,5.88,17.65,5.88,17.65,0,5.88,5.88,17.65,0,0,0,0,5.88,11.76,0,11.76,0,5.88,5.88,5.88,0,0,0,0,11.76,5.88,11.76,0,0,0,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,5.88,0,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0
71,10,1,1,99,25.77,5,10,90,60,0,0,0,0,0,0,0,0,0,0,10,10,10,40,30,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,30,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
72,43,69.13,12.25,49.53,1,10.75,20.93,76.74,60.47,6.98,4.65,0,4.65,0,0,0,2.33,9.3,16.28,16.28,0,4.65,11.63,16.28,0,0,0,0,0,6.98,0,6.98,0,2.33,0,6.98,0,0,0,0,13.95,0,0,2.33,0,0,11.63,0,0,0,0,4.65,2.33,0,0,2.33,9.3,4.65,0,4.65,0,0,0,13.95,2.33,11.63,0,11.63,0,0,0,0,0,0,4.65,0,0,0,0,0,0,9.3,9.3,0,0,0,0,0,0,0,0,0,0
73,3,1,99,1,25.77,3,0,100,66.67,33.33,33.33,0,0,0,0,33.33,0,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0
74,38,1.92,21.49,1,2.51,19,10.53,78.95,63.16,13.16,7.89,0,0,0,0,7.89,5.26,7.89,0,18.42,5.26,13.16,7.89,23.68,0,0,0,0,0,2.63,0,2.63,0,2.63,0,7.89,0,0,0,0,23.68,0,2.63,13.16,2.63,2.63,7.89,2.63,2.63,0,0,0,0,0,0,0,2.63,0,0,2.63,0,0,0,10.53,5.26,7.89,0,0,7.89,0,0,0,0,7.89,2.63,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0
75,12,18.82,1,74.76,99,6,0,91.67,66.67,16.67,8.33,8.33,0,0,0,0,8.33,0,16.67,8.33,0,0,25,16.67,0,0,0,0,0,25,16.67,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,8.33,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
76,30,62.04,4.8,99,99,7.5,6.67,90,43.33,13.33,13.33,13.33,0,0,0,0,0,10,3.33,13.33,0,0,3.33,26.67,0,0,0,6.67,0,13.33,10,3.33,0,0,0,3.33,0,0,0,0,23.33,16.67,10,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,6.67,0,3.33,3.33,0,0,0,13.33,0,13.33,3.33,3.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0
77,45,23.4,74.76,4.97,1,45,15.56,91.11,66.67,20,11.11,2.22,4.44,0,0,4.44,8.89,6.67,11.11,11.11,4.44,8.89,4.44,20,0,0,2.22,0,2.22,4.44,0,4.44,0,0,0,13.33,0,0,0,0,22.22,0,4.44,6.67,6.67,0,4.44,0,0,0,0,6.67,0,4.44,0,2.22,13.33,4.44,0,4.44,4.44,0,0,11.11,0,11.11,0,11.11,0,0,0,2.22,0,0,0,0,0,0,0,0,0,6.67,2.22,0,0,0,0,0,0,0,4.44,0,0
78,30,43.23,25.24,43.37,1.03,10,16.67,83.33,63.33,13.33,10,3.33,0,6.67,0,0,3.33,10,10,10,3.33,6.67,10,16.67,0,0,3.33,0,0,3.33,0,3.33,0,0,0,6.67,0,0,0,0,26.67,3.33,10,3.33,0,3.33,6.67,0,0,0,0,3.33,0,3.33,0,0,3.33,0,0,3.33,0,0,0,13.33,0,10,0,10,0,3.33,0,0,0,0,0,0,0,0,0,0,0,10,6.67,0,0,0,0,3.33,0,0,0,0,0
79,101,53.28,50,11.72,5.05,16.83,12.87,84.16,55.45,9.9,6.93,3.96,0,0.99,0,1.98,2.97,5.94,11.88,10.89,9.9,5.94,0.99,21.78,0.99,0,4.95,2.97,1.98,3.96,0.99,2.97,0,0,1.98,4.95,0,0,0,0,22.77,4.95,12.87,5.94,0.99,0,0.99,2.97,0,0,1.98,0.99,0,0,0,0.99,4.95,0,0.99,2.97,0.99,0,1.98,17.82,0.99,9.9,0,3.96,5.94,0,0,0,0,0.99,0,0.99,0,0,0,0.99,0,7.92,4.95,1.98,0,0,0.99,0,0,0,0,0,0
80,16,38.6,96.95,1,25.77,16,6.25,87.5,43.75,12.5,12.5,0,0,0,0,12.5,0,0,12.5,6.25,6.25,12.5,0,31.25,0,0,0,0,0,12.5,6.25,6.25,0,0,0,18.75,0,0,0,0,18.75,0,6.25,12.5,0,0,0,0,0,0,0,6.25,0,6.25,0,0,12.5,0,6.25,6.25,6.25,0,6.25,18.75,0,6.25,0,6.25,0,0,0,0,0,0,6.25,6.25,0,0,6.25,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
81,23,93.26,80.77,1,25.77,23,13.04,82.61,43.48,4.35,4.35,0,0,0,0,4.35,0,8.7,13.04,4.35,0,13.04,0,21.74,0,0,0,0,0,8.7,4.35,4.35,0,0,0,8.7,0,0,0,0,13.04,0,4.35,8.7,0,0,0,0,0,0,0,4.35,0,4.35,0,0,17.39,0,8.7,4.35,8.7,0,4.35,13.04,0,8.7,0,8.7,0,0,0,4.35,0,0,0,4.35,0,0,4.35,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
82,4,93.26,99,1,1,4,0,75,50,25,25,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0
83,41,17.29,40.36,7.12,99,41,7.32,75.61,51.22,14.63,12.2,9.76,2.44,0,0,0,2.44,7.32,2.44,7.32,7.32,12.2,2.44,21.95,0,0,0,0,0,12.2,9.76,2.44,0,0,0,9.76,0,0,0,0,17.07,4.88,2.44,7.32,4.88,0,2.44,0,0,0,0,0,0,0,0,0,4.88,2.44,0,2.44,0,0,0,19.51,4.88,2.44,0,2.44,0,0,0,0,0,0,0,4.88,0,0,4.88,0,0,2.44,2.44,0,0,0,0,0,0,0,0,0,0
84,5,1,50,1,1,5,20,100,60,20,20,0,0,0,0,20,0,0,0,0,0,20,20,20,0,0,0,0,0,20,0,20,0,0,20,20,0,0,0,0,20,0,20,0,0,0,0,20,0,0,20,0,0,0,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
85,17,15.27,50,28.81,98.87,17,11.76,64.71,47.06,11.76,11.76,5.88,0,5.88,0,0,0,0,5.88,5.88,0,17.65,5.88,5.88,5.88,0,0,0,0,5.88,5.88,0,0,0,0,11.76,5.88,0,0,5.88,11.76,0,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0
86,13,93.26,22.08,17.46,25.77,13,15.38,92.31,61.54,0,0,0,0,0,0,0,0,7.69,23.08,15.38,0,7.69,7.69,38.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,15.38,15.38,15.38,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
88,9,75.9,1.38,4.97,1,9,11.11,88.89,55.56,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,22.22,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,0,0,22.22,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
89,23,16.15,80.77,2.02,1,7.67,34.78,78.26,60.87,17.39,13.04,0,0,4.35,0,8.7,4.35,8.7,4.35,13.04,4.35,8.7,4.35,21.74,0,0,0,0,4.35,4.35,0,4.35,0,4.35,0,13.04,0,0,0,0,13.04,0,4.35,4.35,4.35,4.35,4.35,0,0,0,0,4.35,0,4.35,0,0,4.35,0,0,4.35,0,0,0,13.04,4.35,8.7,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,13.04,13.04,0,0,0,0,0,0,0,0,0,0
90,21,41.91,50,68.01,1,7,19.05,76.19,38.1,0,0,0,0,0,0,0,0,0,9.52,19.05,0,4.76,9.52,23.81,0,0,0,0,9.52,4.76,0,4.76,0,0,0,14.29,4.76,0,0,0,14.29,0,4.76,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,9.52,0,0,9.52,0,0,4.76,19.05,0,19.05,0,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
91,25,14.11,50,6.7,1,25,4,80,64,16,8,0,0,8,0,0,8,12,4,8,8,12,8,8,0,0,4,0,0,12,4,8,0,0,4,8,0,0,0,0,24,4,8,4,0,0,8,4,0,0,4,0,0,0,0,0,8,0,0,4,4,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
92,30,25.89,9.13,23.51,1.03,30,6.67,93.33,76.67,6.67,6.67,0,0,0,0,6.67,0,10,13.33,23.33,0,13.33,10,30,0,0,0,0,0,3.33,0,3.33,0,0,0,6.67,0,0,0,0,16.67,0,3.33,3.33,6.67,0,10,0,0,0,0,10,0,3.33,0,6.67,0,0,0,0,0,0,3.33,20,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0
93,17,27.29,3.89,28.81,1,17,11.76,88.24,64.71,11.76,5.88,0,0,0,0,5.88,5.88,5.88,11.76,11.76,0,5.88,17.65,11.76,0,0,0,5.88,0,11.76,0,11.76,0,0,0,5.88,0,0,0,0,17.65,0,5.88,5.88,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,5.88,0,17.65,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,26,43.96,77.92,1.4,1,13,26.92,76.92,50,11.54,11.54,3.85,0,0,0,7.69,0,3.85,11.54,15.38,3.85,7.69,0,23.08,0,0,0,0,0,7.69,0,7.69,0,3.85,0,11.54,0,0,0,0,15.38,3.85,7.69,3.85,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,11.54,3.85,0,0,15.38,0,3.85,0,3.85,0,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
95,58,16.68,84.96,11.5,1,14.5,13.79,81.03,58.62,10.34,10.34,0,5.17,5.17,0,0,0,1.72,12.07,13.79,1.72,15.52,6.9,17.24,0,0,0,0,0,3.45,0,3.45,0,0,0,12.07,0,0,0,0,13.79,0,3.45,5.17,1.72,1.72,5.17,0,0,0,0,5.17,3.45,1.72,0,0,13.79,5.17,3.45,5.17,0,0,0,17.24,5.17,13.79,0,8.62,5.17,0,0,0,0,0,1.72,0,0,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,0,0,0
96,7,5.89,1,89.63,25.77,7,14.29,85.71,57.14,14.29,14.29,0,0,0,0,14.29,0,0,14.29,14.29,0,0,28.57,14.29,0,0,0,0,14.29,0,0,0,0,0,0,14.29,0,0,0,0,28.57,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,14.29,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,11,13.54,3.48,31.94,25.77,11,9.09,63.64,54.55,18.18,18.18,9.09,0,0,0,9.09,0,9.09,0,9.09,0,9.09,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,36.36,9.09,9.09,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
98,18,31.3,28.91,58.07,98.27,9,27.78,83.33,66.67,11.11,5.56,0,0,5.56,0,0,5.56,5.56,16.67,16.67,5.56,5.56,11.11,22.22,0,0,0,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0,0,0,0,5.56,0,5.56,0,0,5.56,0,0,5.56,0,0,0,22.22,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
99,37,26.53,50,1,1,12.33,40.54,64.86,43.24,8.11,2.7,0,2.7,0,0,0,5.41,2.7,5.41,8.11,2.7,13.51,5.41,8.11,0,0,2.7,0,2.7,8.11,0,8.11,0,2.7,0,5.41,0,0,0,0,18.92,0,5.41,8.11,2.7,0,2.7,2.7,0,0,0,5.41,0,0,0,5.41,10.81,2.7,0,2.7,0,5.41,0,5.41,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,29.73,8.11,13.51,5.41,0,0,0,2.7,0,0,0,0
100,18,18.82,13.32,1,1,9,11.11,88.89,66.67,11.11,0,0,0,0,0,0,11.11,16.67,0,16.67,0,11.11,11.11,22.22,0,0,5.56,0,0,5.56,0,5.56,0,0,0,11.11,5.56,0,0,0,22.22,0,5.56,11.11,5.56,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,11.11,5.56,0,0,0,0,5.56,0,0,0,0,0
101,17,42.68,72.17,6.2,1,8.5,5.88,70.59,47.06,11.76,11.76,5.88,0,5.88,0,0,0,5.88,5.88,11.76,0,5.88,5.88,11.76,0,0,0,0,0,11.76,0,11.76,0,0,0,11.76,0,0,0,0,17.65,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,0,11.76,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,35.29,5.88,0,0,0,0,29.41,0,0,0,0,0
103,41,40.29,76.78,3.05,1,41,21.95,80.49,56.1,17.07,12.2,0,0,0,0,12.2,4.88,4.88,12.2,19.51,2.44,0,2.44,24.39,0,0,2.44,0,4.88,7.32,0,7.32,0,2.44,2.44,12.2,0,0,0,0,14.63,0,4.88,2.44,4.88,0,2.44,2.44,0,0,2.44,2.44,0,0,0,2.44,4.88,0,0,4.88,0,0,0,17.07,4.88,9.76,4.88,4.88,0,0,0,2.44,0,0,2.44,0,0,0,0,0,0,7.32,2.44,0,0,0,0,0,0,0,4.88,0,0
105,57,44.73,29.92,61.85,1,11.4,10.53,87.72,63.16,12.28,7.02,1.75,3.51,0,0,1.75,3.51,8.77,12.28,15.79,3.51,7.02,5.26,17.54,1.75,0,0,3.51,0,8.77,1.75,7.02,0,0,1.75,5.26,0,0,0,0,21.05,7.02,7.02,5.26,3.51,0,7.02,1.75,0,0,1.75,1.75,0,1.75,0,0,10.53,3.51,0,5.26,0,1.75,0,15.79,1.75,12.28,0,8.77,3.51,0,0,0,0,1.75,0,0,0,0,0,0,0,8.77,8.77,0,0,0,0,0,0,0,0,0,0
106,7,5.89,50,1,1,7,57.14,71.43,42.86,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,14.29,0,14.29,0,14.29,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,0,14.29,0,0
107,6,99,50,23.51,25.77,6,0,66.67,50,0,0,0,0,0,0,0,0,16.67,16.67,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
108,25,52.71,65.56,6.7,1,25,16,76,52,8,8,4,0,0,0,4,0,8,8,12,8,8,0,16,0,0,0,0,4,8,0,8,0,0,0,8,4,0,0,0,16,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,12,0,8,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
109,13,93.26,6.21,17.46,1,13,15.38,84.62,61.54,0,0,0,0,0,0,0,0,7.69,23.08,15.38,0,0,15.38,15.38,0,0,0,0,0,7.69,0,7.69,0,0,0,7.69,0,0,0,0,23.08,0,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,7.69,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
110,31,4.2,37.35,2.96,1,15.5,16.13,90.32,74.19,12.9,6.45,0,0,0,0,6.45,6.45,16.13,9.68,16.13,16.13,12.9,12.9,16.13,0,0,3.23,0,0,6.45,0,6.45,0,0,0,9.68,0,0,0,0,22.58,0,9.68,6.45,0,6.45,0,0,0,0,0,0,0,0,0,0,9.68,0,3.23,6.45,0,0,0,6.45,3.23,16.13,0,9.68,6.45,0,0,3.23,0,0,0,0,0,0,0,0,0,12.9,3.23,0,0,0,0,0,0,0,9.68,0,0
111,47,43.03,50,25.35,1,11.75,17.02,80.85,55.32,14.89,10.64,2.13,2.13,0,0,6.38,4.26,10.64,6.38,12.77,2.13,6.38,4.26,14.89,0,0,2.13,4.26,0,10.64,0,10.64,0,6.38,0,8.51,0,0,0,0,19.15,6.38,8.51,4.26,0,0,4.26,0,0,0,0,0,0,0,0,0,12.77,2.13,0,10.64,0,0,0,10.64,0,8.51,0,6.38,2.13,0,0,0,0,2.13,0,0,0,0,0,0,0,10.64,8.51,0,0,0,0,0,0,0,0,0,2.13
113,33,66.08,38.08,93.94,1,16.5,3.03,84.85,57.58,12.12,9.09,3.03,6.06,0,0,0,3.03,9.09,12.12,15.15,0,3.03,6.06,18.18,0,0,0,6.06,0,6.06,0,6.06,0,0,0,6.06,0,0,0,0,21.21,12.12,9.09,3.03,0,0,6.06,0,0,0,0,0,0,0,0,0,12.12,6.06,0,6.06,0,0,0,15.15,0,12.12,0,9.09,3.03,0,0,0,0,0,0,0,0,0,0,0,0,12.12,6.06,0,0,0,0,0,0,0,0,0,6.06
114,48,18.82,33.83,3.9,1,48,8.33,85.42,60.42,18.75,12.5,4.17,0,0,0,8.33,6.25,2.08,12.5,12.5,2.08,8.33,6.25,20.83,0,0,2.08,2.08,0,4.17,0,4.17,0,0,0,10.42,0,0,0,0,18.75,4.17,6.25,6.25,0,0,4.17,0,0,0,0,0,0,0,0,0,8.33,0,2.08,2.08,4.17,0,0,16.67,0,4.17,0,2.08,2.08,0,0,6.25,0,0,0,0,0,0,0,0,0,8.33,2.08,0,0,0,0,0,0,0,6.25,0,0
115,11,32.58,3.48,1,1,11,18.18,81.82,45.45,0,0,0,0,0,0,0,0,0,9.09,9.09,0,9.09,18.18,18.18,0,0,0,0,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,36.36,0,9.09,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
117,56,25.07,70.4,4.35,1,18.67,19.64,83.93,53.57,17.86,10.71,0,0,0,0,10.71,7.14,3.57,8.93,5.36,1.79,12.5,5.36,21.43,3.57,1.79,1.79,0,0,12.5,3.57,8.93,0,3.57,3.57,14.29,0,0,0,0,12.5,1.79,5.36,1.79,0,0,3.57,0,0,0,0,0,0,0,0,0,21.43,0,7.14,7.14,10.71,3.57,3.57,16.07,0,7.14,0,1.79,5.36,1.79,0,3.57,0,0,0,0,0,0,0,0,0,5.36,1.79,0,0,0,0,3.57,0,0,0,0,0
